image,repo,age_days,pull_count,size_mb,n_tags,packages,vuln_critical,vuln_high,vuln_medium,vuln_low,vuln_total,secrets,misconfig,malware
almalinux@sha256:bd2349757b2fc1f00b382ef0cf5ec0aae6b2e379237417a03c7637ced5f03cae,library/almalinux,1358,14397230,36.5,1,100,0,89,307,156,552,1,3,3
almalinux@sha256:3425f8a5c9a8a16b33f005978906b6fa937edacf142e794cba141b1457fcadee,library/almalinux,1326,14397230,37.6,1,100,0,89,305,156,550,1,3,3
alpine@sha256:b0cb30c51c47cdfde647364301758b14c335dea2fddc9490d4f007d67ecb2538,library/alpine,113,11870700656,3.6,1,14,6,36,12,2,56,0,3,0
alpine@sha256:c64c687cbea9300178b30c95835354e34c4e4febc4badfe27102879de0483b5e,library/alpine,34,11870700656,3.6,2,14,0,0,3,0,3,0,3,0
alpine@sha256:2c43f33bd1502ec7818bce9eea60e062d04eeadc4aa31cad9dabecb1e48b647b,library/alpine,532,11870700656,3.6,1,15,6,68,61,35,170,0,3,0
alpine@sha256:f3a728d5dcf0f45691478201526b30230de3a3e3b26ffe92462d0a98fcb8f4e5,library/alpine,499,11870700656,3.6,1,15,6,68,61,35,170,0,3,0
alpine@sha256:483f502c0e6aff6d80a807f25d3f88afa40439c29fdd2d21a0912e0f42db842a,library/alpine,498,11870700656,3.6,1,15,6,68,61,35,170,0,3,0
alpine@sha256:1c4eef651f65e2f7daee7ee785882ac164b02b78fb74503052a26dc061c90474,library/alpine,461,11870700656,3.6,1,15,6,60,53,33,177,0,3,0
alpine@sha256:068a614df1cc3e8c40eaf9733c3bd8595d2494f9fc59943083cd535a7d031860,library/alpine,310,11870700656,3.6,1,15,6,60,53,33,177,0,3,0
alpine@sha256:41c81533144786e0beb2b148667355a6c7659aa99a14ed837ff15a98ca9d71f3,library/alpine,225,11870700656,3.6,1,15,6,56,41,31,156,0,3,0
alpine@sha256:22e0ec13c0db6b3e1ba3280e831fc50ba7bffe58e81f31670a64b1afede247bc,library/alpine,113,11870700656,3.6,1,15,6,36,12,2,56,0,3,0
alpine@sha256:f27cad9117495d32d067133afff942cb2dc745dfe9163e949f6bfe8a6a245339,library/alpine,34,11870700656,3.6,2,15,0,0,3,0,3,0,3,0
alpine@sha256:08001109a7d679fe33b04fa51d681bd40b975d8f5cea8c3ef6c0eccb6a7338ce,library/alpine,356,11870700656,3.8,1,16,6,60,75,35,205,0,3,0
alpine@sha256:eafc1edb577d2e9b458664a15f23ea1c370214193226069eb22921169fc7e43f,library/alpine,310,11870700656,3.8,1,16,6,60,69,35,198,0,3,0
